"","AHT_CIM7_R3","AHT_CIM7_R2","AHT_CIM7_R1","AHT_None_R3","AHT_None_R2","AHT_None_R1","WT_CIM7_R3","WT_CIM7_R2","WT_CIM7_R1","WT_None_R3","WT_None_R2","WT_None_R1"
"PLA1A",203.22301974608,488.263703287464,430.049134995449,31.3885607840222,223.431456460128,232.64739464454,292.193539855556,412.843038431943,258.617202285963,213.458347960449,237.528873964889,322.994714357719
"POPDC2",0,1.18798954571159,4.2684777667042,1.74380893244568,1.29151130901808,4.06370995012296,1.86705137287895,0.738538530289702,4.65138853032308,2.96469927722846,1.14196574021581,2.04427034403619
"COX17",537.089409328927,465.691901918943,517.552929212885,434.208424178973,455.903492083383,548.6008432666,496.635665185801,419.489885204551,518.164682277991,412.093199534756,449.934501645029,547.183028753688
"LOC105374063",2.63925999670234,11.8798954571159,2.1342388833521,5.23142679733703,3.87453392705425,1.01592748753074,7.4682054915158,0.738538530289702,0.930277706064615,4.94116546204744,4.56786296086324,5.45138758409652
"LOC105374064",0,0,0,0,0,0,0,0,0,0,0,0
"CFAP91",0,2.37597909142318,0,0.871904466222838,0,0,0,0.738538530289702,2.79083311819385,0.988233092409487,0,5.45138758409652
"NR1I2",2.63925999670234,1.18798954571159,0,0,0,0,0.933525686439475,0,0,0,0,0.681423448012065
"GSK3B",1588.83451801481,1463.60312031668,1546.2560709886,1606.04802678247,1489.11253929785,1545.22570853426,1502.97635516755,1510.31129444244,1441.93044440015,1597.97291042614,1434.30896971106,1544.78695664335
"MIR6529",0,0,1.06711944167605,0,0,0,0,0,0,0,1.14196574021581,0
"GSK3B-DT",35.6300099554816,40.3916445541941,25.6108666002252,38.3637965138049,34.8708053434882,27.43004216333,27.0722449067448,32.4956953327469,26.9780534758738,35.5763913267415,30.8330749858269,19.7612799923499
"LOC105374065",0,0,0,0,0,0,0,0,0,0,0,0
"GPR156",17.1551899785652,11.8798954571159,8.53695553340841,9.59094912845121,9.04057916312658,14.2229848254304,4.66762843219737,19.9405403178219,13.0238878849046,10.8705640165044,12.5616231423739,7.49565792813271
"LOC124909418",0,0,0,0,0,0,2.80057705931842,0.738538530289702,0,0.988233092409487,0,0
"LRRC58",1868.59607766526,1796.24019311592,1515.30960717999,1760.37511730391,1786.16014037201,1507.63639149562,1753.16123913333,1821.2360156944,1457.74516540325,1792.65482963081,1900.23099171911,1499.81300907455
"BTNL12P",0,0,0,0,0,0,0,0,0,0,0,0
"LOC124906274",0,1.18798954571159,1.06711944167605,0,0,0,0,0,0,0,0,0
"FSTL1",1343.38333832149,1748.72061128746,1489.69874057977,1006.17775402115,1418.07941730185,1358.2950508286,1525.3809716421,1603.36714925894,1280.06212354491,1421.07918688484,1637.57887146947,1400.32518566479
"MIR198",0,0,0,0,0,0,0,0,0,0,0,0
"LOC124900546",13.1962999835117,15.4438640942507,9.60407497508446,21.7976116555709,10.3320904721447,13.2070573378996,12.1358339237132,13.2936935452146,6.51194394245231,24.7058273102372,30.8330749858269,6.81423448012065
"LOC107986121",0,0,0,0,0,0,0,0,0,0,0,0
"NDUFB4",898.668028877148,1014.5430720377,1107.66998045974,1023.61584334561,1059.03927339483,1097.2016865332,1040.88114038001,1032.476865345,1150.75352240193,1082.11523618839,879.313619966174,1106.63167957159
"HGD",179.469679775759,343.32897871065,266.779860419013,83.7028287573924,173.062515408423,185.914730218126,246.450781220021,279.906102979797,200.939984509957,188.752520650212,194.134175836688,207.152728195668
"RABL3",521.253849348713,566.671013304428,483.405107079251,517.911252936365,503.689410517052,465.294789289079,536.777269702698,494.08227676381,509.792182923409,503.010644036429,526.446206239488,500.164810840856
"GTF2E1",554.244599307492,517.963441930253,566.640423529983,517.911252936365,569.556487276975,573.999030454869,537.710795389137,539.871665641772,525.606903926508,541.551734640399,510.458685876467,561.492921161941
"LINC02049",0,0,0,0,0,0,0,0,0,0,0,0
"LOC105374069",0,0,0,0,0,0,0,0,0,0,0,0
"STXBP5L",0,0,0,0,0,0,0,0,0,0.988233092409487,1.14196574021581,2.04427034403619
"MIR5682",0,0,0,0,0,0,0,0,0,0,0,0
"POLQ",427.56011946578,502.519577836003,612.526559522053,426.361283982968,440.405356375166,564.855683067092,360.340914965637,468.233428203671,535.839958693218,405.17556788789,404.255872036397,534.235983241459
"ARGFX",0,0,0,0,0,0,0,0.738538530289702,0,0,0,0
"LOC124906360",0,0,0,0,0,0,0,0,0,0,0,0
"FBXO40",0,0,1.06711944167605,0,0,0,0,0,0,0,0,0
"HCLS1",2.63925999670234,0,3.20135832502815,2.61571339866851,5.16604523607233,0,2.80057705931842,0.738538530289702,3.72111082425846,4.94116546204744,0,2.72569379204826
"GOLGB1",2479.58476690185,2347.4673423261,2739.29560678242,2338.44777840965,2244.64665507343,2514.42053163858,2334.74774178513,2343.38275660922,2292.20426774321,2340.13596282567,2514.60855995521,2893.32396025923
"IQCB1",527.851999340469,494.203651016022,527.157004187969,524.886488666148,494.648831353926,571.967175479807,491.034511067164,505.898893248446,524.676626220443,459.528387970412,539.007829381862,516.518973593145
"EAF2",15.8355599802141,33.2637072799245,33.0807026919576,54.0580769058159,28.4132487983978,40.6370995012296,44.8092329490948,37.6654650447748,47.4441630092954,31.6234589571036,28.5491435053953,42.248253776748
"SLC15A2",3.95888999505352,4.75195818284636,5.33559720838026,5.23142679733703,3.87453392705425,9.14334738777667,11.2023082372737,2.21561559086911,11.1633324727754,4.94116546204744,6.85179444129486,6.81423448012065
"ILDR1",0,0,0,0,0,0,4.66762843219737,0,0,0.988233092409487,0,0
"LOC101927010",0,3.56396863713477,0,0,0,0,0,0,0,0,0,0
"CD86",1.31962999835117,0,0,0,0,0,1.86705137287895,2.21561559086911,0.930277706064615,0.988233092409487,3.42589722064743,2.04427034403619
"CASR",0,0,0,0,0,0,0,0,0,0,0,0
"CSTA",19.7944499752676,30.8877281885013,10.6711944167605,12.2066625271197,14.2066243991989,17.2707672880226,22.4046164745474,21.4176173784013,17.6752764152277,24.7058273102372,13.7035888825897,9.53992827216891
"MIX23",207.181909741134,187.702348222431,226.229321635323,224.951352285492,198.892741588785,218.424409819109,249.25135827934,244.456253525891,184.194985800794,228.281844346592,235.244942484457,188.07287165133
"FAM162A",234.894139706509,219.778065956644,197.417096710069,214.488498690818,238.929592168345,199.121787556025,251.118409652219,218.607404965752,201.870262216022,258.917070211286,198.702038797551,185.347177859282
"WDR5B",159.675229800492,174.634463219604,166.470632901464,142.120427994323,133.025664828863,135.118355841589,158.699366694711,154.354552830548,134.890267379369,149.223196953833,155.30734066935,166.948744762956
"WDR5B-DT",1.31962999835117,4.75195818284636,1.06711944167605,0.871904466222838,16.7896470172351,9.14334738777667,3.7341027457579,8.12392383318672,2.79083311819385,4.94116546204744,6.85179444129486,3.40711724006032
"KPNA1",2008.47685749048,2074.22974681244,2094.75546401009,2043.74406882633,2200.73527056681,2222.84934271726,2064.02529271768,2036.889266539,1933.11707320227,2119.75998321835,2150.32148882637,2148.52813158204
"LOC107984000",1.31962999835117,0,0,2.61571339866851,0,0,0,0,0,1.97646618481897,2.28393148043162,2.04427034403619
"LOC105374071",2.63925999670234,5.93994772855795,9.60407497508446,2.61571339866851,0,14.2229848254304,1.86705137287895,2.95415412115881,7.44222164851692,7.9058647392759,6.85179444129486,8.17708137614478
"PARP9",4910.34322386471,5911.43597946087,6511.56283310726,3515.51880781048,5075.63944444107,5379.33604647527,5387.37673644221,5572.2732110358,5526.77985172988,5534.10531749313,5531.68204560538,6538.93940712378
"DTX3L",5890.82831263963,6709.76495417906,7086.74021217066,4445.84087327025,6000.36154169801,6364.78570938009,5891.48060711952,6549.35968660907,5838.42288326153,6204.12735414676,6746.73359319501,7097.70663449367
"PARP15",1.31962999835117,2.37597909142318,0,2.61571339866851,3.87453392705425,5.0796374376537,0.933525686439475,0.738538530289702,3.72111082425846,0.988233092409487,2.28393148043162,2.04427034403619
"LOC124909419",0,0,0,0,0,0,0,0,0,0,0,0
"PARP14",14836.6000714622,17470.5742592346,18799.443204007,9705.1686135264,14752.9336829136,16510.8535273496,14691.8272531845,15736.779003413,14922.5846829825,14922.3196953833,16743.5016830442,19133.0075732828
"HSPBAP1",105.570399868094,117.610965025447,101.376346959225,152.583281588997,100.73788210341,119.879443528627,148.430584143876,138.845243694464,93.0277706064615,133.411467475281,137.035888825897,97.4435530657253
"LOC124906363",1.31962999835117,0,0,0,0,0,0,2.21561559086911,0.930277706064615,2.96469927722846,0,0
"SLC49A4",464.509759419612,488.263703287464,442.854568295561,409.795099124734,446.862912920257,427.705472250442,489.167459694285,466.017812612802,449.324132029209,509.928275683295,467.063987748266,467.456485336277
"LINC02035",100.291879874689,109.295038205466,92.8393914258165,99.3971091494035,89.1142803222477,98.5449662904819,96.1531457032659,93.0558548165024,63.2588840123938,111.670339442272,115.338539761797,75.6380027293392
"SEMA5B",0,0,2.1342388833521,0,0,3.04778246259222,0,0,0.930277706064615,0,0,1.36284689602413
